Input String,Response String,text
Hey — did someone jus’ score?,"It’ll be Ravenclaw,","###Prompt:
Answer as if you are Harry responding to the previous line."
"It’ll be Ravenclaw,","Good . . . good . . . Tha’s good . . . We’re goin’ in here,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Good . . . good . . . Tha’s good . . . We’re goin’ in here,",Into the forest?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
Into the forest?,"Yeah, C’mon now, quick, before we’re spotted!Harry: Hagrid, why are you armed?","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yeah, C’mon now, quick, before we’re spotted!Harry: Hagrid, why are you armed?","Jus’ a precaution,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Jus’ a precaution,","You didn’t bring your crossbow the day you showed us the thestrals,","###Prompt:
Answer as if you are Hermione responding to the previous line."
"You didn’t bring your crossbow the day you showed us the thestrals,","Nah, well, we weren’ goin’ in so far then, An’ anyway, tha’ was before Firenze left the forest, wasn’ it?","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Nah, well, we weren’ goin’ in so far then, An’ anyway, tha’ was before Firenze left the forest, wasn’ it?",Why does Firenze leaving make a difference?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
Why does Firenze leaving make a difference?,"’Cause the other centaurs are good an’ riled at me, tha’s why, Not anymore . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"’Cause the other centaurs are good an’ riled at me, tha’s why, Not anymore . . .",Firenze said that they’re angry because he went to work for Dumbledore?,"###Prompt:
Answer as if you are Harry responding to the previous line."
Firenze said that they’re angry because he went to work for Dumbledore?,"Yeah, Well, angry doesn’ cover it. Ruddy livid. If I hadn’ stepped in, I reckon they’d’ve kicked Firenze ter death —","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yeah, Well, angry doesn’ cover it. Ruddy livid. If I hadn’ stepped in, I reckon they’d’ve kicked Firenze ter death —",They attacked him?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
They attacked him?,"Yeah,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yeah,",And you stopped it? By yourself?,"###Prompt:
Answer as if you are Harry responding to the previous line."
And you stopped it? By yourself?,"’Course I did, couldn’t stand by an’ watch ’em kill him, could I? Lucky I was passin’, really . . . an’ I’d’ve thought Firenze mighta remembered tha’ before he started sendin’ me stupid warnin’s! Anyway, since then the other centaurs’ve bin livid with me an’ the trouble is, they’ve got a lot of influence in the forest. . . . Cleverest creatures in here . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"’Course I did, couldn’t stand by an’ watch ’em kill him, could I? Lucky I was passin’, really . . . an’ I’d’ve thought Firenze mighta remembered tha’ before he started sendin’ me stupid warnin’s! Anyway, since then the other centaurs’ve bin livid with me an’ the trouble is, they’ve got a lot of influence in the forest. . . . Cleverest creatures in here . . .","Is that why we’re here, Hagrid? The centaurs?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Is that why we’re here, Hagrid? The centaurs?","Ah no, no, it’s not them. . . . Well, o’ course, they could complicate the problem, yeah. . . . But yeh’ll see what I mean in a bit . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Ah no, no, it’s not them. . . . Well, o’ course, they could complicate the problem, yeah. . . . But yeh’ll see what I mean in a bit . . .",Hagrid? Where are we going?,"###Prompt:
Answer as if you are Harry responding to the previous line."
Hagrid? Where are we going?,"Bit further, C’mon, Harry. . . . We need ter keep together now . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Bit further, C’mon, Harry. . . . We need ter keep together now . . .","Hagrid, would it be all right if we lit our wands?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Hagrid, would it be all right if we lit our wands?","Righ’, Maybe we bes’ jus’ stop fer a momen’, so I can . . . fill yeh in, Before we ge’ there, like.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Righ’, Maybe we bes’ jus’ stop fer a momen’, so I can . . . fill yeh in, Before we ge’ there, like.",Good! Lumos!,"###Prompt:
Answer as if you are Hermione responding to the previous line."
Good! Lumos!,"Righ’, Well . . . see . . . the thing is . . . Well, there’s a good chance I’m goin’ ter be gettin’ the sack any day now, Umbridge reckons it was me that put tha’ niffler in her office.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Righ’, Well . . . see . . . the thing is . . . Well, there’s a good chance I’m goin’ ter be gettin’ the sack any day now, Umbridge reckons it was me that put tha’ niffler in her office.",And was it?,"###Prompt:
Answer as if you are Harry responding to the previous line."
And was it?,"No, it ruddy well wasn’! On’y anythin’ ter do with magical creatures an’ she thinks it’s got somethin’ ter do with me. Yeh know she’s bin lookin’ fer a chance ter get rid of me ever since I got back. I don’ wan’ ter go, o’ course, but if it wasn’ fer . . . well . . . the special circumstances I’m abou’ ter explain to yeh, I’d leave righ’ now, before she’s go’ the chance ter do it in front o’ the whole school, like she did with Trelawney. It’s not the end o’ the world, I’ll be able ter help Dumbledore once I’m outta here, I can be useful ter the Order. An’ you lot’ll have Grubbly-Plank, yeh’ll — yeh’ll get through yer exams fine . . . Don’ worry abou’ me, Look, I wouldn’ be tellin’ yer this at all if I didn’ have ter. See, if I go . . . well, I can’ leave withou’ . . . withou’ tellin’ someone . . . because I’ll — I’ll need you two ter help me. An’ Ron, if he’s willin’.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"No, it ruddy well wasn’! On’y anythin’ ter do with magical creatures an’ she thinks it’s got somethin’ ter do with me. Yeh know she’s bin lookin’ fer a chance ter get rid of me ever since I got back. I don’ wan’ ter go, o’ course, but if it wasn’ fer . . . well . . . the special circumstances I’m abou’ ter explain to yeh, I’d leave righ’ now, before she’s go’ the chance ter do it in front o’ the whole school, like she did with Trelawney. It’s not the end o’ the world, I’ll be able ter help Dumbledore once I’m outta here, I can be useful ter the Order. An’ you lot’ll have Grubbly-Plank, yeh’ll — yeh’ll get through yer exams fine . . . Don’ worry abou’ me, Look, I wouldn’ be tellin’ yer this at all if I didn’ have ter. See, if I go . . . well, I can’ leave withou’ . . . withou’ tellin’ someone . . . because I’ll — I’ll need you two ter help me. An’ Ron, if he’s willin’.","Of course we’ll help you, What do you want us to do?","###Prompt:
Answer as if you are Harry responding to the previous line."
